1.000000, 0.000000
0.750000, 0.000026
0.800000, 0.000026
0.833333, 0.000026
0.857143, 0.000026
0.750000, 0.000052
0.777778, 0.000052
0.700000, 0.000078
0.727273, 0.000078
0.666667, 0.000104
0.692308, 0.000104
0.642857, 0.000130
0.666667, 0.000130
0.687500, 0.000130
0.705882, 0.000130
0.666667, 0.000156
0.684211, 0.000156
0.700000, 0.000156
0.714286, 0.000156
0.681818, 0.000182
0.695652, 0.000182
0.708333, 0.000182
0.720000, 0.000182
0.730769, 0.000182
0.703704, 0.000208
0.714286, 0.000208
0.724138, 0.000208
0.733333, 0.000208
0.741935, 0.000208
0.718750, 0.000234
0.696970, 0.000260
0.705882, 0.000260
0.714286, 0.000260
0.694444, 0.000286
0.702703, 0.000286
0.684211, 0.000312
0.692308, 0.000312
0.700000, 0.000312
0.707317, 0.000312
0.714286, 0.000312
0.720930, 0.000312
0.727273, 0.000312
0.733333, 0.000312
0.739130, 0.000312
0.723404, 0.000338
0.729167, 0.000338
0.734694, 0.000338
0.740000, 0.000338
0.725490, 0.000365
0.711538, 0.000391
0.716981, 0.000391
0.722222, 0.000391
0.727273, 0.000391
0.732143, 0.000391
0.719298, 0.000417
0.706897, 0.000443
0.694915, 0.000469
0.700000, 0.000469
0.688525, 0.000495
0.693548, 0.000495
0.682540, 0.000521
0.671875, 0.000547
0.676923, 0.000547
0.681818, 0.000547
0.671642, 0.000573
0.676471, 0.000573
0.666667, 0.000599
0.671429, 0.000599
0.676056, 0.000599
0.680556, 0.000599
0.684932, 0.000599
0.675676, 0.000625
0.666667, 0.000651
0.657895, 0.000677
0.662338, 0.000677
0.653846, 0.000703
0.645570, 0.000729
0.650000, 0.000729
0.654321, 0.000729
0.646341, 0.000755
0.650602, 0.000755
0.654762, 0.000755
0.658823, 0.000755
0.651163, 0.000781
0.655172, 0.000781
0.647727, 0.000807
0.651685, 0.000807
0.655556, 0.000807
0.648352, 0.000833
0.652174, 0.000833
0.655914, 0.000833
0.659575, 0.000833
0.663158, 0.000833
0.666667, 0.000833
0.670103, 0.000833
0.673469, 0.000833
0.666667, 0.000859
0.670000, 0.000859
0.673267, 0.000859
0.676471, 0.000859
0.669903, 0.000885
0.663462, 0.000911
0.657143, 0.000937
0.660377, 0.000937
0.663551, 0.000937
0.666667, 0.000937
0.660550, 0.000963
0.663636, 0.000963
0.666667, 0.000963
0.669643, 0.000963
0.672566, 0.000963
0.675439, 0.000963
0.678261, 0.000963
0.681034, 0.000963
0.683761, 0.000963
0.686441, 0.000963
0.689076, 0.000963
0.691667, 0.000963
0.694215, 0.000963
0.696721, 0.000963
0.691057, 0.000989
0.693548, 0.000989
0.696000, 0.000989
0.698413, 0.000989
0.700787, 0.000989
0.703125, 0.000989
0.705426, 0.000989
0.707692, 0.000989
0.709924, 0.000989
0.712121, 0.000989
0.714286, 0.000989
0.716418, 0.000989
0.711111, 0.001015
0.713235, 0.001015
0.715328, 0.001015
0.717391, 0.001015
0.719424, 0.001015
0.721429, 0.001015
0.716312, 0.001041
0.711268, 0.001067
0.713287, 0.001067
0.715278, 0.001067
0.717241, 0.001067
0.719178, 0.001067
0.721088, 0.001067
0.716216, 0.001094
0.718121, 0.001094
0.720000, 0.001094
0.721854, 0.001094
0.723684, 0.001094
0.725490, 0.001094
0.727273, 0.001094
0.729032, 0.001094
0.724359, 0.001120
0.726115, 0.001120
0.721519, 0.001146
0.716981, 0.001172
0.718750, 0.001172
0.720497, 0.001172
0.722222, 0.001172
0.717791, 0.001198
0.719512, 0.001198
0.721212, 0.001198
0.716867, 0.001224
0.718563, 0.001224
0.720238, 0.001224
0.715976, 0.001250
0.717647, 0.001250
0.719298, 0.001250
0.720930, 0.001250
0.722543, 0.001250
0.718391, 0.001276
0.714286, 0.001302
0.715909, 0.001302
0.717514, 0.001302
0.713483, 0.001328
0.715084, 0.001328
0.716667, 0.001328
0.712707, 0.001354
0.708791, 0.001380
0.710383, 0.001380
0.711957, 0.001380
0.713513, 0.001380
0.715054, 0.001380
0.716578, 0.001380
0.712766, 0.001406
0.708995, 0.001432
0.710526, 0.001432
0.712042, 0.001432
0.713542, 0.001432
0.715026, 0.001432
0.711340, 0.001458
0.707692, 0.001484
0.704082, 0.001510
0.700508, 0.001536
0.702020, 0.001536
0.703518, 0.001536
0.705000, 0.001536
0.701493, 0.001562
0.698020, 0.001588
0.699507, 0.001588
0.700980, 0.001588
0.702439, 0.001588
0.699029, 0.001614
0.700483, 0.001614
0.697115, 0.001640
0.698565, 0.001640
0.700000, 0.001640
0.701422, 0.001640
0.702830, 0.001640
0.704225, 0.001640
0.705607, 0.001640
0.706977, 0.001640
0.708333, 0.001640
0.709677, 0.001640
0.711009, 0.001640
0.707763, 0.001666
0.709091, 0.001666
0.710407, 0.001666
0.711712, 0.001666
0.713004, 0.001666
0.714286, 0.001666
0.715556, 0.001666
0.716814, 0.001666
0.718062, 0.001666
0.714912, 0.001692
0.716157, 0.001692
0.717391, 0.001692
0.714286, 0.001718
0.715517, 0.001718
0.716738, 0.001718
0.717949, 0.001718
0.719149, 0.001718
0.720339, 0.001718
0.721519, 0.001718
0.722689, 0.001718
0.719665, 0.001744
0.716667, 0.001770
0.717842, 0.001770
0.719008, 0.001770
0.720165, 0.001770
0.717213, 0.001797
0.718367, 0.001797
0.719512, 0.001797
0.720648, 0.001797
0.721774, 0.001797
0.718876, 0.001823
0.716000, 0.001849
0.713147, 0.001875
0.714286, 0.001875
0.715415, 0.001875
0.716535, 0.001875
0.717647, 0.001875
0.718750, 0.001875
0.719844, 0.001875
0.720930, 0.001875
0.722008, 0.001875
0.719231, 0.001901
0.720307, 0.001901
0.717557, 0.001927
0.718631, 0.001927
0.719697, 0.001927
0.720755, 0.001927
0.721804, 0.001927
0.722846, 0.001927
0.723881, 0.001927
0.721190, 0.001953
0.722222, 0.001953
0.719557, 0.001979
0.720588, 0.001979
0.721612, 0.001979
0.722628, 0.001979
0.720000, 0.002005
0.721014, 0.002005
0.722022, 0.002005
0.719424, 0.002031
0.720430, 0.002031
0.717857, 0.002057
0.718861, 0.002057
0.716312, 0.002083
0.717314, 0.002083
0.718310, 0.002083
0.719298, 0.002083
0.720280, 0.002083
0.721254, 0.002083
0.722222, 0.002083
0.723183, 0.002083
0.720690, 0.002109
0.721650, 0.002109
0.722603, 0.002109
0.723549, 0.002109
0.721088, 0.002135
0.722034, 0.002135
0.722973, 0.002135
0.723906, 0.002135
0.724832, 0.002135
0.722408, 0.002161
0.720000, 0.002187
0.717608, 0.002213
0.718543, 0.002213
0.719472, 0.002213
0.720395, 0.002213
0.721311, 0.002213
0.718954, 0.002239
0.716612, 0.002265
0.717532, 0.002265
0.718447, 0.002265
0.719355, 0.002265
0.720257, 0.002265
0.721154, 0.002265
0.722045, 0.002265
0.719745, 0.002291
0.717460, 0.002317
0.718354, 0.002317
0.716088, 0.002343
0.716981, 0.002343
0.714734, 0.002369
0.712500, 0.002395
0.710280, 0.002421
0.708075, 0.002447
0.708978, 0.002447
0.709877, 0.002447
0.710769, 0.002447
0.708589, 0.002473
0.709480, 0.002473
0.710366, 0.002473
0.711246, 0.002473
0.712121, 0.002473
0.712991, 0.002473
0.713855, 0.002473
0.714715, 0.002473
0.715569, 0.002473
0.716418, 0.002473
0.717262, 0.002473
0.718101, 0.002473
0.718935, 0.002473
0.716814, 0.002499
0.717647, 0.002499
0.718475, 0.002499
0.719298, 0.002499
0.717201, 0.002526
0.718023, 0.002526
0.718841, 0.002526
0.719653, 0.002526
0.720461, 0.002526
0.718391, 0.002552
0.716332, 0.002578
0.717143, 0.002578
0.717949, 0.002578
0.715909, 0.002604
0.716714, 0.002604
0.717514, 0.002604
0.718310, 0.002604
0.716292, 0.002630
0.717087, 0.002630
0.715084, 0.002656
0.713092, 0.002682
0.711111, 0.002708
0.709141, 0.002734
0.707182, 0.002760
0.707989, 0.002760
0.708791, 0.002760
0.709589, 0.002760
0.710383, 0.002760
0.711172, 0.002760
0.711957, 0.002760
0.710027, 0.002786
0.710811, 0.002786
0.711590, 0.002786
0.712366, 0.002786
0.713137, 0.002786
0.713904, 0.002786
0.714667, 0.002786
0.715425, 0.002786
0.716180, 0.002786
0.716931, 0.002786
0.717678, 0.002786
0.718421, 0.002786
0.719160, 0.002786
0.719895, 0.002786
0.720627, 0.002786
0.721354, 0.002786
0.722078, 0.002786
0.722798, 0.002786
0.723514, 0.002786
0.721650, 0.002812
0.722365, 0.002812
0.723077, 0.002812
0.723785, 0.002812
0.721939, 0.002838
0.720102, 0.002864
0.720812, 0.002864
0.721519, 0.002864
0.722222, 0.002864
0.722922, 0.002864
0.723618, 0.002864
0.724311, 0.002864
0.722500, 0.002890
0.720698, 0.002916
0.718905, 0.002942
0.717122, 0.002968
0.717822, 0.002968
0.718518, 0.002968
0.719212, 0.002968
0.719902, 0.002968
0.720588, 0.002968
0.721271, 0.002968
0.721951, 0.002968
0.722628, 0.002968
0.723301, 0.002968
0.723971, 0.002968
0.724638, 0.002968
0.725301, 0.002968
0.725962, 0.002968
0.726619, 0.002968
0.724880, 0.002994
0.725537, 0.002994
0.726190, 0.002994
0.726841, 0.002994
0.727488, 0.002994
0.725768, 0.003020
0.726415, 0.003020
0.727059, 0.003020
0.727700, 0.003020
0.728337, 0.003020
0.728972, 0.003020
0.729604, 0.003020
0.730233, 0.003020
0.730858, 0.003020
0.729167, 0.003046
0.727483, 0.003072
0.728111, 0.003072
0.728736, 0.003072
0.729358, 0.003072
0.729977, 0.003072
0.730594, 0.003072
0.731207, 0.003072
0.731818, 0.003072
0.732426, 0.003072
0.733032, 0.003072
0.733634, 0.003072
0.734234, 0.003072
0.734831, 0.003072
0.735426, 0.003072
0.736018, 0.003072
0.736607, 0.003072
0.737194, 0.003072
0.737778, 0.003072
0.738359, 0.003072
0.738938, 0.003072
0.739514, 0.003072
0.740088, 0.003072
0.740659, 0.003072
0.741228, 0.003072
0.741794, 0.003072
0.742358, 0.003072
0.740741, 0.003098
0.739130, 0.003124
